S5_42251884,5,101.3829046,3.4699659658996,13.2965613215426,-146.078503350723,35.5662812676097,S5_39573522,5,94.03775553,1.3361317089322,S5_43706919,5,109.5147878,1.93160886942906,sv_area_total_9_BP14,dry,BP,14,raw
S5_42139210,5,101.1443376,4.02984949025288,10.7611440436957,-165.740296676654,37.6151630357689,S5_41397054,5,97.67176982,2.2814309943113,S5_42494172,5,103.1441873,2.21895666846262,sv_area_total_10_BP14,dry,BP,14,raw
S2_44257418,2,94.71205672,4.36262541899293,8.45358162156425,204.772571900442,44.8873458860219,S2_43563669,2,90.6458407,2.65917013045572,S2_44908249,2,97.68940295,2.85263005461335,sv_area_total_11_BP14,dry,BP,14,raw
S3_3122887,3,21.70283758,3.25502737638908,6.21350999532141,173.741699508347,44.4230202229612,S3_1723150,3,10.44121732,1.32763963705518,S3_3652352,3,27.40286465,1.68625792015384,sv_area_total_11_BP14,dry,BP,14,raw
S5_42139210,5,101.1443376,9.11659957299117,18.8549980692699,-325.008751927721,47.7039484477793,S5_41875724,5,100.1689707,7.42340911566922,S5_42366438,5,102.9057427,6.43324634949995,sv_area_total_11_BP14,dry,BP,14,raw
S2_44257418,2,94.71205672,5.66561139967562,10.6171580288461,339.788728712269,64.7831525255663,S2_43374008,2,89.65964759,3.80456226975466,S2_44908249,2,97.68940295,3.9274383314674,sv_area_total_12_BP14,dry,BP,14,raw
S5_42113193,5,100.9005696,7.87840929565998,15.2186053715229,-433.401893973746,69.0177230364054,S5_41397054,5,97.67176982,6.18291029011403,S5_42494172,5,103.1441873,6.04729539876608,sv_area_total_12_BP14,dry,BP,14,raw
S7_32133319,7,99.94477983,3.876311110917,7.08954700073702,-411.284654153603,95.9600604191391,S7_31956171,7,96.48121012,1.61073461793252,S7_32940091,7,101.9471039,1.87536350429654,sv_area_total_12_BP14,dry,BP,14,raw
S2_44257418,2,94.71205672,6.59640523022466,12.3135198001802,516.049697453343,90.6047712422063,S2_43829684,2,92.81876812,4.74228397349998,S2_44908249,2,97.68940295,4.98562437832734,sv_area_total_13_BP14,dry,BP,14,raw
S5_42113193,5,100.9005696,7.38883158921211,13.9435440446267,-585.039995266581,96.527179730928,S5_40805889,5,95.70459197,5.60178890917421,S5_42719546,5,103.4003774,5.80530403088325,sv_area_total_13_BP14,dry,BP,14,raw
S7_32133319,7,99.94477983,4.29045148684648,7.76116440828272,-606.865288659732,134.208339417153,S7_31956171,7,96.48121012,2.16307785354045,S7_32940091,7,101.9471039,2.29537201627766,sv_area_total_13_BP14,dry,BP,14,raw
S2_44257418,2,94.71205672,8.18664398757778,13.997777651023,753.200751111539,117.764128090894,S2_44073549,2,93.52620611,6.64853125170456,S2_44908249,2,97.68940295,6.65197908484329,sv_area_total_14_BP14,dry,BP,14,raw
S5_42113193,5,100.9005696,7.41989997937155,12.5535299909648,-759.503463367439,125.394546242144,S5_38502687,5,92.83337609,5.5492784851308,S5_42494172,5,103.1441873,5.91911655113841,sv_area_total_14_BP14,dry,BP,14,raw
S7_32133319,7,99.94477983,4.45922686769877,7.24540879639536,-803.083597475515,174.526400061223,S7_31582647,7,94.06477091,2.82562000163135,S7_32940091,7,101.9471039,2.51588743582773,sv_area_total_14_BP14,dry,BP,14,raw
S9_8182398,9,37.12013546,4.50147317528818,7.31824666691446,580.342964213359,125.491128184409,S9_4775142,9,30.60506955,2.93242773769173,S9_9448732,9,40.40441084,2.90335905340335,sv_area_total_14_BP14,dry,BP,14,raw
S2_44257418,2,94.71205672,9.87445850160548,17.0974837169656,1104.49700662531,155.461851560316,S2_44073549,2,93.52620611,8.17737086273348,S2_44908249,2,97.68940295,8.24653498101333,sv_area_total_15_BP14,dry,BP,14,raw
S5_43714262,5,109.7001769,6.20536300574288,10.217675446773,-936.427053233998,170.499571611684,S5_36742284,5,89.1281049,4.5764745369246,S5_44003086,5,115.1315049,4.17104806415827,sv_area_total_15_BP14,dry,BP,14,raw
S7_32133319,7,99.94477983,4.87410162016391,7.88209512196344,-1106.58835905328,229.398542105772,S7_31494503,7,93.27304403,3.06640573972385,S7_32940091,7,101.9471039,2.38085114026965,sv_area_total_15_BP14,dry,BP,14,raw
S9_6184858,9,32.79210864,5.15693841088857,8.37144613866781,851.323175708422,171.245672281841,S9_4775142,9,30.60506955,3.47991098182917,S9_9448732,9,40.40441084,3.12490364576474,sv_area_total_15_BP14,dry,BP,14,raw
S2_44257418,2,94.71205672,10.2354408445669,17.4510414878072,1443.59677384715,199.078933041584,S2_44073549,2,93.52620611,8.3954789079917,S2_45156658,2,100.2097111,8.3291432031663,sv_area_total_16_BP14,dry,BP,14,raw
S5_43714262,5,109.7001769,6.23586125707604,10.0644676951529,-1202.34773253043,218.335703967427,S5_38502687,5,92.83337609,4.61729130064972,S5_44003086,5,115.1315049,4.44075557435325,sv_area_total_16_BP14,dry,BP,14,raw
S7_32133319,7,99.94477983,4.70786438623809,7.44260267796324,-1391.11957693791,293.759636498306,S7_31178325,7,89.28412826,2.5248023178198,S7_32940091,7,101.9471039,2.42652257764243,sv_area_total_16_BP14,dry,BP,14,raw
S9_6184858,9,32.79210864,6.1121534834506,9.84823264969869,1194.5659902819,219.291134022234,S9_5497941,9,31.29811037,4.48217398879685,S9_9448732,9,40.40441084,3.81916313100766,sv_area_total_16_BP14,dry,BP,14,raw
S2_44257418,2,94.71205672,8.98723012345577,14.9052712454646,1720.89991948603,255.454805614298,S2_44073549,2,93.52620611,7.17028771139946,S2_45205644,2,100.5702577,7.27226961539409,sv_area_total_17_BP14,dry,BP,14,raw
S5_43714262,5,109.7001769,6.63552168728999,10.6563424109958,-1584.16623968614,278.115423934396,S5_42251884,5,101.3829046,4.36457931241357,S5_44050206,5,115.8565285,5.02854252602421,sv_area_total_17_BP14,dry,BP,14,raw
S7_31956171,7,96.48121012,4.85807096687293,7.61592861564608,-1524.46842643388,316.581408001187,S7_31178325,7,89.28412826,2.89990200422346,S7_32940091,7,101.9471039,2.41681037348355,sv_area_total_17_BP14,dry,BP,14,raw
S9_6184858,9,32.79210864,7.95797937798817,13.0130982960476,1773.08532876124,281.687571576615,S9_5633611,9,31.52841363,6.36895560124469,S9_9448732,9,40.40441084,5.3974601363614,sv_area_total_17_BP14,dry,BP,14,raw
S2_44257418,2,94.71205672,8.57300210125387,14.0950640545952,2115.23403025434,322.403481638439,S2_44073549,2,93.52620611,6.76964866224174,S2_45383324,2,101.8130854,6.9700772209437,sv_area_total_18_BP14,dry,BP,14,raw
S5_43714262,5,109.7001769,6.34751155572816,10.1234101105281,-1951.63820557807,351.002913247919,S5_42251884,5,101.3829046,3.78622450948506,S5_44163859,5,116.340362,4.28623241821231,sv_area_total_18_BP14,dry,BP,14,raw
S7_31956171,7,96.48121012,4.94983497796851,7.74606890086795,-1943.28681950245,399.549923972419,S7_31178325,7,89.28412826,3.07708632161252,S7_32940091,7,101.9471039,2.37308547361888,sv_area_total_18_BP14,dry,BP,14,raw
S9_6184858,9,32.79210864,8.75487136724343,14.4300896625952,2360.00553471655,355.511236487361,S9_5633611,9,31.52841363,6.89969290247421,S9_9448732,9,40.40441084,5.94360144966997,sv_area_total_18_BP14,dry,BP,14,raw
S2_44257418,2,94.71205672,8.36145073185328,13.6307489667472,2562.16375642168,396.008421395012,S2_44073549,2,93.52620611,6.52598304157376,S2_45521748,2,102.3964732,6.83367724552882,sv_area_total_19_BP14,dry,BP,14,raw
S5_43714262,5,109.7001769,6.09334589639733,9.63038221061963,-2344.65950914052,431.137123190999,S5_42251884,5,101.3829046,3.43137274237525,S5_44163859,5,116.340362,4.46220403233458,sv_area_total_19_BP14,dry,BP,14,raw
S7_31956171,7,96.48121012,4.94450682305938,7.69391655423781,-2385.56958373654,490.767450328769,S7_31178325,7,89.28412826,3.1419595639141,S7_32940091,7,101.9471039,2.36493677737666,sv_area_total_19_BP14,dry,BP,14,raw
S9_6184858,9,32.79210864,9.53534513913168,15.7974529703168,3041.54445169881,436.674699770869,S9_5633611,9,31.52841363,7.39547279984077,S9_9022705,9,39.59727801,7.9389820253949,sv_area_total_19_BP14,dry,BP,14,raw
S2_45043544,2,98.51301522,7.96989002065594,12.7566368149076,3019.01566449055,479.229152180172,S2_44209808,2,93.99718694,6.03159831043306,S2_45980428,2,106.3362737,4.16038716888128,sv_area_total_20_BP14,dry,BP,14,raw
S5_43866387,5,112.9382883,5.18462413615255,7.98968566704294,-2526.87295854941,506.832574100688,S5_36742284,5,89.1281049,3.63029163147044,S5_44418942,5,120.9842738,3.19001291546336,sv_area_total_20_BP14,dry,BP,14,raw
S7_31956171,7,96.48121012,5.98095131667502,9.31691083412587,-3189.02932524923,592.33650895839,S7_31494503,7,93.27304403,4.30623476743556,S7_32940091,7,101.9471039,2.91890676055165,sv_area_total_20_BP14,dry,BP,14,raw
S9_6184858,9,32.79210864,11.4132467349661,19.1570010527108,4060.85859229206,526.017343019969,S9_5633611,9,31.52841363,8.83098024445501,S9_8378425,9,38.05852079,9.77494946421884,sv_area_total_20_BP14,dry,BP,14,raw
S2_45043544,2,98.51301522,8.122069967238,12.889895943938,3628.48067587402,569.957759644039,S2_44209808,2,93.99718694,5.87306444873132,S2_45980428,2,106.3362737,4.33970464673061,sv_area_total_21_BP14,dry,BP,14,raw
S5_43866387,5,112.9382883,5.31810251897009,8.12357529120411,-3046.45665973699,602.787115798089,S5_36742284,5,89.1281049,3.77845861545418,S5_44418942,5,120.9842738,3.4009238044537,sv_area_total_21_BP14,dry,BP,14,raw
S7_31956171,7,96.48121012,5.60102993363775,8.58862346690363,-3660.89407354441,704.478824097846,S7_31494503,7,93.27304403,4.06202727746508,S7_32940091,7,101.9471039,2.72712470587782,sv_area_total_21_BP14,dry,BP,14,raw
S9_6184858,9,32.79210864,12.0750581168192,20.239556418132,4990.6537321225,625.603982974841,S9_5686516,9,31.99307473,10.4857520336838,S9_8378425,9,38.05852079,10.334853967104,sv_area_total_21_BP14,dry,BP,14,raw
S2_45043544,2,98.51301522,8.31181944045388,13.0894323418763,4320.59708041383,670.010999158504,S2_44209808,2,93.99718694,5.7954549144665,S2_45980428,2,106.3362737,4.58781530492281,sv_area_total_22_BP14,dry,BP,14,raw
S5_43866387,5,112.9382883,5.35300468029931,8.09665160451554,-3593.82874363895,708.603384903446,S5_36742284,5,89.1281049,3.85173679976861,S5_44418942,5,120.9842738,3.58576964676001,sv_area_total_22_BP14,dry,BP,14,raw
S7_31956171,7,96.48121012,5.2351120178876,7.90570212476687,-4150.29395110929,828.146564957013,S7_31178325,7,89.28412826,3.44458401227641,S7_32940091,7,101.9471039,2.50250135909938,sv_area_total_22_BP14,dry,BP,14,raw
