,marker,chr,pos,lod,prop.var,additive.fx,additive.fx_se,L.CI_marker,L.CI_chr,L.CI_pos,L.CI_lod,R.CI_marker,R.CI_chr,R.CI_pos,R.CI_lod,trait
2@96.1,S2_44586954,2,96.05450929,4.07951817170227,7.55368801000601,2849.64707477593,648.98882293561,S2_44209808,2,93.99718694,6.55805963219207,S2_45156658,2,100.2097111,5.91893986736888,wet.sma_te_fit_total_17_BP14
5@109.7,S5_43714208,5,109.7001758,3.1350134158434,5.72984921990088,-2721.70765222901,711.697663252813,S5_42251884,5,101.3829046,2.71785744064902,S5_44003086,5,115.1315049,2.9139235248493,wet.sma_te_fit_total_17_BP14
7@99.9,S7_32133319,7,99.94477983,4.50484957860089,8.39036565979936,-4408.75489668227,952.689049542243,S7_31956171,7,96.48121012,5.57779280511062,S7_32940091,7,101.9471039,5.39873619762048,wet.sma_te_fit_total_17_BP14
9@34.9,S9_6724364,9,34.93391023,6.94844569651107,13.3885592366724,4196.93275571858,717.944298752823,S9_6184858,9,32.79210864,10.7908680096742,S9_7478538,9,36.4077051,10.0048294291933,wet.sma_te_fit_total_17_BP14
2@96.11,S2_44586954,2,96.05450929,5.21233437393404,9.11796028924567,4350.13977700152,869.63292380828,S2_44209808,2,93.99718694,6.55805963219207,S2_45156658,2,100.2097111,5.91893986736888,wet.sma_te_fit_total_18_BP14
5@109.71,S5_43714208,5,109.7001758,3.70887587015681,6.35456447331863,-3982.49813705652,953.661600769156,S5_42251884,5,101.3829046,2.71785744064902,S5_44003086,5,115.1315049,2.9139235248493,wet.sma_te_fit_total_18_BP14
7@99.91,S7_32133319,7,99.94477983,5.37205742931477,9.41820336712662,-6490.11439169353,1276.58556565889,S7_31956171,7,96.48121012,5.57779280511062,S7_32940091,7,101.9471039,5.39873619762048,wet.sma_te_fit_total_18_BP14
9@34.91,S9_6724364,9,34.93391023,8.11233603103353,14.7768894636504,6126.3162166647,962.03197588481,S9_6184858,9,32.79210864,10.7908680096742,S9_7478538,9,36.4077051,10.0048294291933,wet.sma_te_fit_total_18_BP14
2@96.12,S2_44586954,2,96.05450929,6.27854481511585,10.4421816892718,6292.33835512122,1137.66458519359,S2_44209808,2,93.99718694,6.55805963219207,S2_45156658,2,100.2097111,5.91893986736888,wet.sma_te_fit_total_19_BP14
5@109.72,S5_43714208,5,109.7001758,4.22224599027296,6.82485254550747,-5578.55094914951,1247.59194339482,S5_42251884,5,101.3829046,2.71785744064902,S5_44003086,5,115.1315049,2.9139235248493,wet.sma_te_fit_total_19_BP14
7@99.92,S7_32133319,7,99.94477983,6.19770977698772,10.296143727692,-9172.07715224062,1670.04508253832,S7_31956171,7,96.48121012,5.57779280511062,S7_32940091,7,101.9471039,5.39873619762048,wet.sma_te_fit_total_19_BP14
9@34.92,S9_6724364,9,34.93391023,9.21703446553414,15.9739703753357,8609.46998046248,1258.54217201791,S9_6184858,9,32.79210864,10.7908680096742,S9_7478538,9,36.4077051,10.0048294291933,wet.sma_te_fit_total_19_BP14
2@96.13,S2_44586954,2,96.05450929,7.10883027002125,11.4214043293447,8504.40735437832,1436.68274675812,S2_44209808,2,93.99718694,6.55805963219207,S2_45156658,2,100.2097111,5.91893986736888,wet.sma_te_fit_total_20_BP14
5@109.73,S5_43714208,5,109.7001758,4.58246808385775,7.10833376852334,-7357.4366210774,1575.50287087892,S5_42251884,5,101.3829046,2.71785744064902,S5_44003086,5,115.1315049,2.9139235248493,wet.sma_te_fit_total_20_BP14
7@99.93,S7_32133319,7,99.94477983,6.78840693597452,10.8578863073444,-12172.2510832574,2108.99151438626,S7_31956171,7,96.48121012,5.57779280511062,S7_32940091,7,101.9471039,5.39873619762048,wet.sma_te_fit_total_20_BP14
